dpto_ccdgo,mpio_ccdgo,mpio_cdpmp,dpto_cnmbr,mpio_cnmbr,mpio_crslc,mpio_tipo,mpio_narea,mpio_nano,shape_Leng,shape_Area
25,168,25168,CUNDINAMARCA,CHAGUANÍ,1700,MUNICIPIO,172.026722542,2023,0.654525864765,0.0140252990951
25,175,25175,CUNDINAMARCA,CHÍA,1700,MUNICIPIO,80.478078763,2023,0.505372996453,0.00656112077456
25,178,25178,CUNDINAMARCA,CHIPAQUE,1852,MUNICIPIO,150.549554028,2023,0.729764797529,0.0122663804045
25,181,25181,CUNDINAMARCA,CHOACHÍ,1700,MUNICIPIO,212.420096233,2023,0.752164507435,0.0173109184061
25,183,25183,CUNDINAMARCA,CHOCONTÁ,1810,MUNICIPIO,300.108735449,2023,1.04676616043,0.0244749268935
25,200,25200,CUNDINAMARCA,COGUA,1604,MUNICIPIO,132.858468897,2023,0.683982339307,0.0108353102928
25,214,25214,CUNDINAMARCA,COTA,1638,MUNICIPIO,53.7106060256,2023,0.520669956943,0.00437836858219
25,224,25224,CUNDINAMARCA,CUCUNUBÁ,1700,MUNICIPIO,109.840173543,2023,0.555568582946,0.00895958377287
25,245,25245,CUNDINAMARCA,EL COLEGIO,1653,MUNICIPIO,118.279645006,2023,0.521233445199,0.00963844195865
25,258,25258,CUNDINAMARCA,EL PEÑÓN,Ordenanza 14 del 12 de Mayo de 1903,MUNICIPIO,134.090998364,2023,0.698073765449,0.0109383609015
25,260,25260,CUNDINAMARCA,EL ROSAL,ORD 25 DE SEPTIEMBRE 25 DE 1997,MUNICIPIO,87.2381769505,2023,0.426641493194,0.00711234395842
25,269,25269,CUNDINAMARCA,FACATATIVÁ,1600,MUNICIPIO,157.995539265,2023,0.674148603446,0.0128800237144
25,279,25279,CUNDINAMARCA,FÓMEQUE,1593,MUNICIPIO,460.175351884,2023,0.992036049902,0.0374980963501
25,281,25281,CUNDINAMARCA,FOSCA,1900,MUNICIPIO,111.203545274,2023,0.518048342818,0.00905923918645
25,286,25286,CUNDINAMARCA,FUNZA,1537,MUNICIPIO,67.7527655161,2023,0.40990890906,0.00552268586561
25,288,25288,CUNDINAMARCA,FÚQUENE,1638,MUNICIPIO,77.4612283752,2023,0.437688199337,0.00632030735974
25,290,25290,CUNDINAMARCA,FUSAGASUGÁ,1771,MUNICIPIO,193.950736935,2023,1.02633950505,0.0158000196691
25,293,25293,CUNDINAMARCA,GACHALÁ,1814,MUNICIPIO,384.9970873,2023,1.10342864488,0.0313751419476
25,295,25295,CUNDINAMARCA,GACHANCIPÁ,1700,MUNICIPIO,42.9244211944,2023,0.295123393319,0.0035001922203
25,297,25297,CUNDINAMARCA,GACHETÁ,1593,MUNICIPIO,258.862031948,2023,0.771916018029,0.0211028998579
25,299,25299,CUNDINAMARCA,GAMA,Ordenanza 14 del 12 de Mayo de 1903,MUNICIPIO,107.686798306,2023,0.446980377355,0.00877698116582
25,307,25307,CUNDINAMARCA,GIRARDOT,1852,MUNICIPIO,130.15668066,2023,0.692975308116,0.0106018712888
25,312,25312,CUNDINAMARCA,GRANADA,Ordenanza 17 de diciembre 1 de 1995,MUNICIPIO,60.7049777804,2023,0.390419166795,0.00494662184308
25,317,25317,CUNDINAMARCA,GUACHETÁ,1700,MUNICIPIO,170.173303581,2023,0.63231508766,0.0138841022575
25,320,25320,CUNDINAMARCA,GUADUAS,1644,MUNICIPIO,763.675863918,2023,1.5709068806,0.0622827836764
25,322,25322,CUNDINAMARCA,GUASCA,1700,MUNICIPIO,360.588514048,2023,0.943304316625,0.029394442046
25,324,25324,CUNDINAMARCA,GUATAQUÍ,1794,MUNICIPIO,90.9522029053,2023,0.57571150747,0.00741027925463
25,326,25326,CUNDINAMARCA,GUATAVITA,1593,MUNICIPIO,252.36051681,2023,0.759063323624,0.0205749897961
25,328,25328,CUNDINAMARCA,GUAYABAL DE SÍQUIMA,1845,MUNICIPIO,61.8734486407,2023,0.444128161831,0.00504419590038
25,335,25335,CUNDINAMARCA,GUAYABETAL,Ordenanza 28 de 1980,MUNICIPIO,222.824800878,2023,0.82951976356,0.0181503204039
25,339,25339,CUNDINAMARCA,GUTIÉRREZ,1887,MUNICIPIO,453.225490534,2023,1.18874087759,0.03691534108
25,368,25368,CUNDINAMARCA,JERUSALÉN,Ley 18 del 15 de Diciembre de 1879,MUNICIPIO,221.860181964,2023,0.715303447136,0.0180780368837
25,372,25372,CUNDINAMARCA,JUNÍN,1868,MUNICIPIO,343.825553771,2023,1.05951466429,0.0280233645958
25,377,25377,CUNDINAMARCA,LA CALERA,1772,MUNICIPIO,326.57265076,2023,1.03514239387,0.0266180111523
25,386,25386,CUNDINAMARCA,LA MESA,1794,MUNICIPIO,148.198807976,2023,0.601205583909,0.0120779329005
25,394,25394,CUNDINAMARCA,LA PALMA,1563,MUNICIPIO,190.790693303,2023,0.899227199823,0.0155650848109
25,398,25398,CUNDINAMARCA,LA PEÑA,Ordenanza 25 de 1825,MUNICIPIO,128.452388759,2023,0.55710713131,0.0104772886008
25,402,25402,CUNDINAMARCA,LA VEGA,1605,MUNICIPIO,155.437581213,2023,0.733010216903,0.012674170138
25,407,25407,CUNDINAMARCA,LENGUAZAQUE,1780,MUNICIPIO,155.630376896,2023,0.625165541686,0.0126958498315
25,426,25426,CUNDINAMARCA,MACHETÁ,1765,MUNICIPIO,229.191506942,2023,0.718097013987,0.0186888664956
25,430,25430,CUNDINAMARCA,MADRID,1834,MUNICIPIO,119.581899459,2023,0.718758500607,0.00974773910412
25,436,25436,CUNDINAMARCA,MANTA,1800,MUNICIPIO,107.906512225,2023,0.470542602056,0.00879800245896
25,438,25438,CUNDINAMARCA,MEDINA,1794,MUNICIPIO,1196.74948999,2023,1.44930389795,0.0975020051035
25,473,25473,CUNDINAMARCA,MOSQUERA,1861,MUNICIPIO,105.939522063,2023,0.594105179713,0.00863448760538
25,483,25483,CUNDINAMARCA,NARIÑO,1899,MUNICIPIO,55.1626269067,2023,0.521911692624,0.00449367359051
25,486,25486,CUNDINAMARCA,NEMOCÓN,1778,MUNICIPIO,98.3813517497,2023,0.553180260994,0.00802333948201
25,488,25488,CUNDINAMARCA,NILO,1899,MUNICIPIO,224.643775256,2023,0.850769996943,0.0182986585873
25,489,25489,CUNDINAMARCA,NIMAIMA,Ordenanza 30 de Julio de 1904,MUNICIPIO,59.5181527537,2023,0.498805979364,0.00485411157267
25,491,25491,CUNDINAMARCA,NOCAIMA,1735,MUNICIPIO,68.9382330291,2023,0.3987991914,0.00562181387137
25,506,25506,CUNDINAMARCA,VENECIA,Decreto 727 Septiembre 5 de 1951,MUNICIPIO,122.203316777,2023,0.487368273638,0.00995182519507
25,513,25513,CUNDINAMARCA,PACHO,1604,MUNICIPIO,402.626777119,2023,1.20216295281,0.0328396243225
25,518,25518,CUNDINAMARCA,PAIME,1856,MUNICIPIO,173.635711186,2023,0.68908473673,0.014167208703
25,524,25524,CUNDINAMARCA,PANDI,1773,MUNICIPIO,71.6975830869,2023,0.406085878217,0.00583962336898
25,530,25530,CUNDINAMARCA,PARATEBUENO,Ordenanza 36 del 30 de Noviembre de 1981,MUNICIPIO,885.533703356,2023,1.79234392293,0.0721361349156
25,535,25535,CUNDINAMARCA,PASCA,1887,MUNICIPIO,271.71375179,2023,0.714552177969,0.0221344763481
25,572,25572,CUNDINAMARCA,PUERTO SALGAR,Ordenanza 47 del 14 de Agosto de 1935,MUNICIPIO,515.94145458,2023,1.32999915538,0.0421093703198
25,580,25580,CUNDINAMARCA,PULÍ,1800,MUNICIPIO,197.687884572,2023,0.665004061995,0.0161110899195
25,592,25592,CUNDINAMARCA,QUEBRADANEGRA,1857,MUNICIPIO,79.8564295216,2023,0.401058303682,0.00651235905744
25,594,25594,CUNDINAMARCA,QUETAME,1900,MUNICIPIO,137.82853868,2023,0.595635605996,0.0112284007806
25,596,25596,CUNDINAMARCA,QUIPILE,1900,MUNICIPIO,127.71713494,2023,0.613250997153,0.0104094257436
25,599,25599,CUNDINAMARCA,APULO,Decreto 1336 de Diciembre 24 de 1949.  El Decreto 3490 de Oc,MUNICIPIO,121.983485101,2023,0.715148896834,0.00993938480408
25,612,25612,CUNDINAMARCA,RICAURTE,Decreto departamental 409 del 11 de Marzo de 1968,MUNICIPIO,128.204403281,2023,0.762645213781,0.0104427977402
25,645,25645,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,1873,MUNICIPIO,88.5656486813,2023,0.378071978715,0.00721762173485
25,649,25649,CUNDINAMARCA,SAN BERNARDO,Ordenanza 66 del 30 de Abril de 1920,MUNICIPIO,247.015422286,2023,0.882682371908,0.0201183897582
25,653,25653,CUNDINAMARCA,SAN CAYETANO,1782,MUNICIPIO,287.807945312,2023,0.828099233244,0.0234800176178
25,658,25658,CUNDINAMARCA,SAN FRANCISCO,1857,MUNICIPIO,118.745975206,2023,0.59855213517,0.00968226839253
25,662,25662,CUNDINAMARCA,SAN JUAN DE RIOSECO,1901,MUNICIPIO,314.087273955,2023,0.944173794065,0.0256030070763
25,718,25718,CUNDINAMARCA,SASAIMA,1799,MUNICIPIO,111.615253616,2023,0.592406422065,0.00910040789477
25,736,25736,CUNDINAMARCA,SESQUILÉ,1899,MUNICIPIO,141.190757855,2023,0.670420411175,0.011512945171
25,740,25740,CUNDINAMARCA,SIBATÉ,Ordenanza 40 del 24 de Noviembre de 1967,MUNICIPIO,122.132672606,2023,0.551290001906,0.00995147364272
25,743,25743,CUNDINAMARCA,SILVANIA,Ordenanza 40 de 1948,MUNICIPIO,162.574528074,2023,0.570284116842,0.0132459896172
25,745,25745,CUNDINAMARCA,SIMIJACA,1600,MUNICIPIO,96.7155454997,2023,0.482285453971,0.00789262180052
25,754,25754,CUNDINAMARCA,SOACHA,1799,MUNICIPIO,187.445941935,2023,0.913521729379,0.0152747716381
25,758,25758,CUNDINAMARCA,SOPÓ,1653,MUNICIPIO,111.097917555,2023,0.599941811352,0.00905772569459
25,769,25769,CUNDINAMARCA,SUBACHOQUE,1772,MUNICIPIO,209.217284746,2023,0.732969873367,0.0170594072851
25,772,25772,CUNDINAMARCA,SUESCA,1799,MUNICIPIO,173.267639869,2023,0.911477780913,0.0141312698004
25,777,25777,CUNDINAMARCA,SUPATÁ,1872,MUNICIPIO,130.389677393,2023,0.492309285436,0.0106332573844
25,779,25779,CUNDINAMARCA,SUSA,1610,MUNICIPIO,104.154571461,2023,0.534258042652,0.00849870534515
25,781,25781,CUNDINAMARCA,SUTATAUSA,1799,MUNICIPIO,64.8505381398,2023,0.378060674364,0.0052899792211
25,785,25785,CUNDINAMARCA,TABIO,1761,MUNICIPIO,75.1957647024,2023,0.429579161332,0.00613124294208
25,793,25793,CUNDINAMARCA,TAUSA,1942,MUNICIPIO,201.872017633,2023,0.974639365793,0.0164659862664
25,797,25797,CUNDINAMARCA,TENA,1900,MUNICIPIO,51.4372723313,2023,0.395639297302,0.00419212345915
25,799,25799,CUNDINAMARCA,TENJO,1749,MUNICIPIO,114.208773075,2023,0.56524396704,0.0093107045092
25,805,25805,CUNDINAMARCA,TIBACUY,1592,MUNICIPIO,84.7522730449,2023,0.433371134046,0.00690410151611
25,807,25807,CUNDINAMARCA,TIBIRITA,1799,MUNICIPIO,56.5473944722,2023,0.330807774156,0.00461117528058
25,815,25815,CUNDINAMARCA,TOCAIMA,1799,MUNICIPIO,245.766812873,2023,1.03454297478,0.0200231301666
25,817,25817,CUNDINAMARCA,TOCANCIPÁ,1593,MUNICIPIO,73.2401596597,2023,0.506761966526,0.00597190049511
25,823,25823,CUNDINAMARCA,TOPAIPÍ,Ordenanza 62 del 3 de Mayo de 1927,MUNICIPIO,143.710792311,2023,0.77098200565,0.0117248526264
25,839,25839,CUNDINAMARCA,UBALÁ,1846,MUNICIPIO,522.458624428,2023,1.46356762926,0.0425820213735
25,841,25841,CUNDINAMARCA,UBAQUE,1899,MUNICIPIO,107.090788767,2023,0.527974210524,0.00872631302805
25,843,25843,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATÉ,1592,MUNICIPIO,102.276880284,2023,0.470363563885,0.00834383065885
25,845,25845,CUNDINAMARCA,UNE,1899,MUNICIPIO,209.128268613,2023,0.892926823637,0.0170364834262
25,851,25851,CUNDINAMARCA,ÚTICA,1863,MUNICIPIO,92.084321732,2023,0.533078134357,0.00751065310811
25,862,25862,CUNDINAMARCA,VERGARA,1802,MUNICIPIO,144.650775157,2023,0.615772197253,0.0117973832439
25,867,25867,CUNDINAMARCA,VIANÍ,1853,MUNICIPIO,67.1183769356,2023,0.480304164905,0.00547176093202
25,871,25871,CUNDINAMARCA,VILLAGÓMEZ,Ordenanza 2 del 18 de Octubre de 1965,MUNICIPIO,62.9689269224,2023,0.482763273639,0.00513677354384
25,873,25873,CUNDINAMARCA,VILLAPINZÓN,1776,MUNICIPIO,226.159939304,2023,0.811229735711,0.0184467106252
25,875,25875,CUNDINAMARCA,VILLETA,1799,MUNICIPIO,140.88722611,2023,0.584876729988,0.0114879663379
25,878,25878,CUNDINAMARCA,VIOTÁ,1797,MUNICIPIO,201.329286598,2023,0.735685817065,0.0164031650187
25,885,25885,CUNDINAMARCA,YACOPÍ,1884,MUNICIPIO,956.783274603,2023,1.99993000933,0.0780897274577
25,898,25898,CUNDINAMARCA,ZIPACÓN,1899,MUNICIPIO,54.2703824883,2023,0.35159540589,0.00442366097541
25,899,25899,CUNDINAMARCA,ZIPAQUIRÁ,1600,MUNICIPIO,194.820384657,2023,0.970769615478,0.0158873024855
27,001,27001,CHOCÓ,QUIBDÓ,Decreto ejecutivo de 30 de Marzo de 1825,MUNICIPIO,3507.12280944,2023,5.36105447709,0.285832334931
27,006,27006,CHOCÓ,ACANDÍ,Ordenanza 01 del 05 de Agosto de 1908,MUNICIPIO,797.603256147,2023,1.81379847661,0.0652850400465
27,025,27025,CHOCÓ,ALTO BAUDÓ,Ordenanza 16 del 21 Noviembre de 1958,MUNICIPIO,2050.39821122,2023,3.34886429334,0.166905421222
27,050,27050,CHOCÓ,ATRATO,ORD 10 DE MAYO 09 DE 1997,MUNICIPIO,421.566676409,2023,1.35126272144,0.0343392642319
27,073,27073,CHOCÓ,BAGADÓ,1857,MUNICIPIO,807.454205764,2023,1.47099277794,0.0658038297557
27,075,27075,CHOCÓ,BAHÍA SOLANO,Ordenanza 08 del 19 de Noviembre 1962,MUNICIPIO,895.273169837,2023,3.3601571106,0.0729243274921
27,077,27077,CHOCÓ,BAJO BAUDÓ,1934,MUNICIPIO,3479.27369684,2023,5.95893380672,0.282867182513
27,099,27099,CHOCÓ,BOJAYÁ,Ordenanza 13 de Diciembre 12 de 1960,MUNICIPIO,3630.57160546,2023,3.93390819305,0.295973811206
27,135,27135,CHOCÓ,EL CANTÓN DEL SAN PABLO,Ordenanza 04 de mayo 23 de 1994,MUNICIPIO,380.495730952,2023,1.2845727027,0.0309754313453
27,150,27150,CHOCÓ,CARMEN DEL DARIÉN,Ordenanza 18 del 22 de Septiembretiembre del 2000,MUNICIPIO,3180.69440103,2023,3.47513228995,0.259647455973
27,160,27160,CHOCÓ,CÉRTEGUI,Ordenanza 012 del 29  de Junio del 2000,MUNICIPIO,423.367304096,2023,1.50683420063,0.0344806224732
27,205,27205,CHOCÓ,CONDOTO,1878,MUNICIPIO,467.717404777,2023,1.54423798459,0.0380735193792
27,245,27245,CHOCÓ,EL CARMEN DE ATRATO,Ordenanza 1 del 11 de Enero de 1883,MUNICIPIO,830.180929022,2023,1.43090616492,0.0676917036064
27,250,27250,CHOCÓ,EL LITORAL DEL SAN JUAN,Ordenanza 1  de Mayo 28 de 1993. Ordenanza 6 mayo 30 de 1994,MUNICIPIO,4134.97895578,2023,4.61631039452,0.33596785237
27,361,27361,CHOCÓ,ISTMINA,1903,MUNICIPIO,1879.96677361,2023,5.13973425706,0.152877760005
27,372,27372,CHOCÓ,JURADÓ,Ordenanza 14 del 13 de Diciembre de 1956,MUNICIPIO,1252.15063915,2023,3.43606241283,0.102090904733
27,413,27413,CHOCÓ,LLORÓ,Ordenanza 15  de Diciembre 13 de 1955. Ordenanza 16  Noviemb,MUNICIPIO,842.895812201,2023,1.77561642709,0.068684108868
27,425,27425,CHOCÓ,MEDIO ATRATO,Ordenanza 008 del 23 de Junio de 1999,MUNICIPIO,1812.93290127,2023,2.64983439119,0.147779369445
27,430,27430,CHOCÓ,MEDIO BAUDÓ,Ordenanza 3 del 23 de Abril de 1999,MUNICIPIO,1372.04406946,2023,2.69490016279,0.111609105399
27,450,27450,CHOCÓ,MEDIO SAN JUAN,Ordenanza 016 del 20 de Julio del 2000,MUNICIPIO,663.422368177,2023,2.85546050327,0.0539605736137
27,491,27491,CHOCÓ,NÓVITA,Ley 21 de 1857,MUNICIPIO,945.277155653,2023,1.69615118536,0.0769126468138
27,495,27495,CHOCÓ,NUQUÍ,1917,MUNICIPIO,704.098431422,2023,2.44064463241,0.0572970316861
27,580,27580,CHOCÓ,RÍO IRÓ,Ordenanza 015 del 20 de Julio  del 2000,MUNICIPIO,325.108589755,2023,1.21111278092,0.026470474102
27,600,27600,CHOCÓ,RÍO QUITO,Ordenanza 4 del 25 de Abril de 1999,MUNICIPIO,698.956779013,2023,1.49470895589,0.0569163258229
27,615,27615,CHOCÓ,RIOSUCIO,Ley 2 de 1943,MUNICIPIO,7609.28971911,2023,6.44866965959,0.621337164342
27,660,27660,CHOCÓ,SAN JOSÉ DEL PALMAR,Decreto 52 del 13 de Enero de 1948,MUNICIPIO,1582.20973626,2023,1.70833502908,0.128819502688
27,745,27745,CHOCÓ,SIPÍ,Ordenanza 14 de 1956,MUNICIPIO,1576.86504102,2023,2.21829234879,0.128269840899
27,787,27787,CHOCÓ,TADÓ,1821,MUNICIPIO,714.828210811,2023,1.89487652942,0.0582226495279
27,800,27800,CHOCÓ,UNGUÍA,Ordenanza 14 del 30 de Octubre de 1979,MUNICIPIO,1190.32119601,2023,1.75695858724,0.0973868221161
27,810,27810,CHOCÓ,UNIÓN PANAMERICANA,Ordenanza 011 del 30 de Julio de 1999,MUNICIPIO,177.759841177,2023,0.988236843094,0.0144723250902
41,001,41001,HUILA,NEIVA,1612,MUNICIPIO,1269.81321676,2023,3.07259775507,0.103252185599
41,006,41006,HUILA,ACEVEDO,1898,MUNICIPIO,521.797288639,2023,1.19966398873,0.0423620751402
41,013,41013,HUILA,AGRADO,1837,MUNICIPIO,273.731683978,2023,0.940085233291,0.0222369022277
41,016,41016,HUILA,AIPE,1912,MUNICIPIO,795.630624965,2023,2.13939571457,0.0647076019177
41,020,41020,HUILA,ALGECIRAS,Ordenanza 41 del 7 de Abril de 1924,MUNICIPIO,589.68898703,2023,1.26396791081,0.0479295456431
41,026,41026,HUILA,ALTAMIRA,1855,MUNICIPIO,180.975562163,2023,0.694521277688,0.0146991558457
41,078,41078,HUILA,BARAYA,1844,MUNICIPIO,786.002024772,2023,1.49790211376,0.063933424392
41,132,41132,HUILA,CAMPOALEGRE,1912,MUNICIPIO,462.799337831,2023,1.05818733725,0.0376195939225
41,206,41206,HUILA,COLOMBIA,1886,MUNICIPIO,1584.96991787,2023,2.34452405705,0.128978174951
41,244,41244,HUILA,ELÍAS,1830,MUNICIPIO,80.4417432005,2023,0.517464415759,0.00653203069681
41,298,41298,HUILA,GARZÓN,1783,MUNICIPIO,606.5114573,2023,1.36576192166,0.0492742996812
41,306,41306,HUILA,GIGANTE,1789,MUNICIPIO,503.712817468,2023,1.13253951373,0.0409302322681
41,319,41319,HUILA,GUADALUPE,"Ordenanza 02, y sancionado según Decreto 476 de 1964",MUNICIPIO,249.607338731,2023,0.748569305605,0.020273866714
41,349,41349,HUILA,HOBO,1884,MUNICIPIO,194.233398087,2023,0.781608242452,0.0157857349855
41,357,41357,HUILA,ÍQUIRA,1887,MUNICIPIO,356.515479832,2023,1.03318734594,0.0289721542661
41,359,41359,HUILA,ISNOS,Ordenanza 24 de Diciembre 6 de 1958,MUNICIPIO,370.656566227,2023,1.58235623938,0.0300866490281
41,378,41378,HUILA,LA ARGENTINA,Ordenanza 36 del 2 de Diciembre de 1959,MUNICIPIO,356.421100624,2023,1.42020651415,0.0289393530521
41,396,41396,HUILA,LA PLATA,Ordenanza 25 de 1825,MUNICIPIO,814.650921211,2023,1.64939878065,0.0661610733121
41,483,41483,HUILA,NÁTAGA,Ordenanza 25 del 27 de Noviembre de 1967,MUNICIPIO,131.94003053,2023,0.633438764205,0.0107198885358
41,503,41503,HUILA,OPORAPA,Ordenanza 10 del 18 de Noviembre de 1963,MUNICIPIO,155.812607163,2023,0.638078324918,0.0126513733714
41,518,41518,HUILA,PAICOL,1810,MUNICIPIO,278.310725102,2023,1.19275880011,0.0226107484782
41,524,41524,HUILA,PALERMO,1774,MUNICIPIO,884.263211186,2023,1.81026944089,0.0718879531116
41,530,41530,HUILA,PALESTINA,Ordenanza 002 de Noviembre de 1984,MUNICIPIO,196.937041592,2023,0.702166332854,0.0159850346342
41,548,41548,HUILA,PITAL,1780,MUNICIPIO,193.660048052,2023,0.942967991831,0.0157301915337
41,551,41551,HUILA,PITALITO,1818,MUNICIPIO,630.665936604,2023,1.4957086694,0.0511957565134
41,615,41615,HUILA,RIVERA,1888,MUNICIPIO,251.230551189,2023,0.716597568486,0.0204252447975
41,660,41660,HUILA,SALADOBLANCO,Ordenanza 10 del 14 de diciembre de 1948,MUNICIPIO,466.644908665,2023,1.3196393871,0.037881625037
41,668,41668,HUILA,SAN AGUSTÍN,Ordenanza 24 del 8 de Abril de 1926,MUNICIPIO,1390.43219055,2023,2.03264306793,0.112832544107
41,676,41676,HUILA,SANTA MARÍA,Ordenanza 6 del 26 de Noviembre de 1965,MUNICIPIO,339.379589333,2023,0.866627366643,0.0275860711617
41,770,41770,HUILA,SUAZA,1842,MUNICIPIO,429.667173836,2023,0.939421741648,0.0348926230023
41,791,41791,HUILA,TARQUI,1757,MUNICIPIO,362.811836349,2023,0.913107823221,0.0294657845835
41,797,41797,HUILA,TESALIA,1887,MUNICIPIO,367.025387143,2023,1.15652205768,0.0298221619366
41,799,41799,HUILA,TELLO,1836,MUNICIPIO,530.416107464,2023,1.47176887838,0.0431367139839
41,801,41801,HUILA,TERUEL,1937,MUNICIPIO,471.734353681,2023,1.67802966036,0.0383378477824
41,807,41807,HUILA,TIMANÁ,1538,MUNICIPIO,185.727085382,2023,0.674090370175,0.0150814920993
41,872,41872,HUILA,VILLAVIEJA,1795,MUNICIPIO,543.926921489,2023,1.36535316281,0.0442447444891
41,885,41885,HUILA,YAGUARÁ,1623,MUNICIPIO,332.915376491,2023,0.95311024285,0.0270573241876
44,001,44001,LA GUAJIRA,RIOHACHA,1954,MUNICIPIO,3088.63478632,2023,3.03058951709,0.25560708483
44,035,44035,LA GUAJIRA,ALBANIA,Ordenanza 001 del 27 de Marzo del 2000,MUNICIPIO,546.026552525,2023,1.48541630983,0.0451706016095
44,078,44078,LA GUAJIRA,BARRANCAS,1935,MUNICIPIO,800.941764941,2023,1.49535743781,0.0662144732627
44,090,44090,LA GUAJIRA,DIBULLA,Ordenanza 30 de Noviembre 15 de 1995,MUNICIPIO,1749.7431791,2023,2.01518922432,0.144766133099
44,098,44098,LA GUAJIRA,DISTRACCIÓN,Ordenanza 41 de Noviembre 30 de 1995,MUNICIPIO,231.87284126,2023,0.901856258015,0.0191687723606
44,110,44110,LA GUAJIRA,EL MOLINO,Ordenanza015 del 29 de Noviembre de 1989,MUNICIPIO,242.184814578,2023,0.710049635003,0.020001737509
44,279,44279,LA GUAJIRA,FONSECA,1954,MUNICIPIO,473.522416359,2023,1.31860274032,0.0391294213483
44,378,44378,LA GUAJIRA,HATONUEVO,Ordenanza 57 de Noviembre 9 de 1994,MUNICIPIO,214.639917183,2023,1.14535242904,0.0177516228064
44,420,44420,LA GUAJIRA,LA JAGUA DEL PILAR,Decreto presidencial 609 del 26 de Marzo de 1996 y ratificad,MUNICIPIO,179.590796478,2023,0.980501121361,0.0148255648327
44,430,44430,LA GUAJIRA,MAICAO,1956,MUNICIPIO,1768.73214199,2023,2.74041514168,0.146361805491
44,560,44560,LA GUAJIRA,MANAURE,Ordenanza 15 de Noviembre 27 de 1973,MUNICIPIO,1619.40579252,2023,2.06878788769,0.134144866236
44,650,44650,LA GUAJIRA,SAN JUAN DEL CESAR,1954,MUNICIPIO,1311.03122295,2023,2.51543708961,0.108351604514
44,847,44847,LA GUAJIRA,URIBIA,1954,MUNICIPIO,7887.54225089,2023,6.11827818324,0.653672380271
44,855,44855,LA GUAJIRA,URUMITA,Ordenanza 36 de Diciembre 20 de 1983,MUNICIPIO,246.274609639,2023,1.05069237693,0.0203317284213
44,874,44874,LA GUAJIRA,VILLANUEVA,1888,MUNICIPIO,260.095936628,2023,0.883065461093,0.0214786578599
47,001,47001,MAGDALENA,SANTA MARTA,1525,MUNICIPIO,2347.13867444,2023,3.1295353012,0.194233279163
47,030,47030,MAGDALENA,ALGARROBO,Ordenanza 008 de Junio 24 de 1999,MUNICIPIO,406.388377507,2023,1.26568004945,0.0335369408682
47,053,47053,MAGDALENA,ARACATACA,Ordenanza 47 del 28 de Abril de 1915,MUNICIPIO,1740.83007123,2023,2.64359354181,0.143834700769
47,058,47058,MAGDALENA,ARIGUANÍ,Ordenanza 14 Bis de Noviembre 30 de 1966,MUNICIPIO,1131.74423754,2023,1.99288095467,0.0932784087717
47,161,47161,MAGDALENA,CERRO DE SAN ANTONIO,Ordenanza 3038 de 1912,MUNICIPIO,177.196131574,2023,0.700346519877,0.014622407841
47,170,47170,MAGDALENA,CHIVOLO,Decreto 107 de Marzo 8 de 1974,MUNICIPIO,536.550124112,2023,1.3253970436,0.0442549749316
47,189,47189,MAGDALENA,CIÉNAGA,Ley 0339 de 1876,MUNICIPIO,1324.83636442,2023,2.70870094292,0.109551832723
47,205,47205,MAGDALENA,CONCORDIA,Ordenanza 007 del 24 de Junio de 1999,MUNICIPIO,109.483706037,2023,0.544326264913,0.00903317814487
47,245,47245,MAGDALENA,EL BANCO,Ley 0182 de 1871,MUNICIPIO,814.87333086,2023,1.67681179481,0.0670248913513
47,258,47258,MAGDALENA,EL PIÑÓN,Ordenanza 032 del 20 de Abril de 1815,MUNICIPIO,557.142376979,2023,1.17710963941,0.045985557904
47,268,47268,MAGDALENA,EL RETÉN,ORD 04 DE MAYO DE 1996,MUNICIPIO,262.182276845,2023,0.964050656931,0.0216636011068
47,288,47288,MAGDALENA,FUNDACIÓN,Ordenanza 47 de Junio 4 de 1945,MUNICIPIO,971.909642036,2023,2.78873970761,0.0802559522081
47,318,47318,MAGDALENA,GUAMAL,Ordenanza 15 del 2 de Julio de 1904,MUNICIPIO,564.517626078,2023,1.18129286753,0.0464497316761
47,460,47460,MAGDALENA,NUEVA GRANADA,Ordenanza 004 del 23 de Junio del 2000,MUNICIPIO,842.064970108,2023,1.54659992492,0.0693819165421
47,541,47541,MAGDALENA,PEDRAZA,Decreto dptal 1322 del 19 dediciembre de 1908,MUNICIPIO,305.779694558,2023,0.860059686744,0.0252223967683
47,545,47545,MAGDALENA,PIJIÑO DEL CARMEN,ORD 1 DE MARZO 26 DE 1996,MUNICIPIO,661.564154022,2023,2.34502622807,0.0544777710776
47,551,47551,MAGDALENA,PIVIJAY,Ordenanza 74 de 1912,MUNICIPIO,1640.4444537,2023,2.35615572914,0.135447217965
47,555,47555,MAGDALENA,PLATO,Ordenanza 07 de diciembre de 1853,MUNICIPIO,1457.31289534,2023,2.47387134704,0.120079188595
47,570,47570,MAGDALENA,PUEBLOVIEJO,Ordenanza 73 del 3 de Mayo de 1929,MUNICIPIO,675.462846922,2023,1.42903443649,0.0558457661513
47,605,47605,MAGDALENA,REMOLINO,1814,MUNICIPIO,594.931200476,2023,1.23406840066,0.0491533973006
